모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
ELETRE 600 SPORT SE,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
ELETRE 600 SPORT SE,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
Maserati GT2 Stradale,마세라티,승용차,일반형,7.3,,6.2,9.4,5등급
911 카레라 4 GTS 카브리올레,포르쉐,승용차,일반형,7.8,,6.8,9.4,5등급
A6 55 TFSI quattro,아우디,승용차,일반형,9.2,,7.9,11.4,5등급
BMW M3 CS Touring M xDrive,BMW,승용차,일반형,7.9,,6.9,9.5,5등급
Bronco 2.3L,포드,승용차,다목적형,8.5,,7.8,9.6,5등급
Mercedes-AMG GT 55 4MATIC+ Coupe,벤츠,승용차,일반형,6.5,,5.5,8.3,5등급
911 GT3,포르쉐,승용차,일반형,6.1,,5.6,6.9,5등급
911 GT3,포르쉐,승용차,일반형,6.1,,5.6,6.9,5등급
911 GT3 투어링 패키지,포르쉐,승용차,일반형,6.1,,5.6,6.9,5등급
Vantage,ASTON MARTIN LAGONDA LIMITED,승용차,일반형,7.5,,6.4,9.6,5등급
BMW iX M70 xDrive,BMW,승용차,다목적형,3.3,421,3.2,3.4,5등급
Mercedes-Benz GLE 350 4MATIC,벤츠,승용차,다목적형,8.7,,8.1,9.4,5등급
Mercedes-AMG A 45 S 4MATIC+,벤츠,승용차,일반형,9.2,,8.1,11,5등급
911 GT3 투어링 패키지,포르쉐,승용차,일반형,6.1,,5.6,6.9,5등급
RS 3,아우디,승용차,일반형,8.9,,7.7,11.1,5등급
G90 e-SC 3.5T-GDI(LWB) AWD 5인 20인치_25MY,현대,승용차,일반형,8.2,,7.1,10.1,5등급
Mercedes-Benz GLE 350 4MATIC,벤츠,승용차,다목적형,8.7,,8.1,9.4,5등급
G90 e-SC 3.5T-GDI(LWB) AWD 4인 20인치_25MY,현대,승용차,일반형,8.2,,7.1,10.1,5등급
Q5 Sportback 45 TFSI quattro,아우디,승용차,다목적형,9.3,,8.3,11,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 (빌트인캠 무),기아,화물차,일반형,8.6,,7.8,9.8,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 (빌트인캠 유),기아,화물차,일반형,8.5,,7.7,9.7,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),기아,화물차,일반형,8,,7.3,8.9,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 무),기아,화물차,일반형,8.1,,7.3,9.2,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 유),기아,화물차,일반형,8,,7.2,9.1,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 커스터마이징 패키지 (빌트인캠 통합),기아,화물차,일반형,7.4,,6.7,8.3,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),기아,화물차,일반형,7.4,,6.7,8.3,5등급
페라리 12칠린드리,페라리,승용차,일반형,5.8,,4.9,7.4,5등급
Rolls-Royce  Ghost  Extended,롤스로이스,승용차,일반형,5.5,,4.6,7.3,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 (빌트인캠 무),기아,화물차,일반형,8.6,,7.8,9.8,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 (빌트인캠 유),기아,화물차,일반형,8.5,,7.7,9.7,5등급
타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 커스터마이징 패키지 (빌트인캠 통합),기아,화물차,일반형,8,,7.3,8.9,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 (빌트인캠 무),기아,화물차,일반형,8.1,,7.3,9.2,5등급
타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 (빌트인캠 유),기아,화물차,일반형,8,,7.2,9.1,5등급
타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 무),기아,화물차,일반형,7.7,,7,8.6,5등급
타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 유),기아,화물차,일반형,7.6,,6.9,8.5,5등급
타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),기아,화물차,일반형,7.4,,6.7,8.3,5등급
Rolls-Royce Phantom,롤스로이스,승용차,일반형,5.4,,4.5,7,5등급
Rolls-Royce Phantom Extended,롤스로이스,승용차,일반형,5.3,,4.4,7.1,5등급
DBX707,ASTON MARTIN LAGONDA LIMITED,승용차,다목적형,6.5,,5.7,7.8,5등급
DB12 Volante,ASTON MARTIN LAGONDA LIMITED,승용차,일반형,7,,6,9,5등급
봉고 (PU) 전기차 (25MY),기아,화물차,일반형,3.1,217,3.6,2.7,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 20인치,현대,승용차,다목적형,9,,7.9,10.8,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 21인치,현대,승용차,다목적형,8.7,,7.6,10.6,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 20인치,현대,승용차,다목적형,8.2,,7.2,9.8,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 21인치,현대,승용차,다목적형,8.2,,7.2,9.8,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 20인치,현대,승용차,다목적형,8.2,,7.2,9.8,5등급
포터(HR) 일렉트릭 (25MY),현대,화물차,일반형,3.1,217,3.6,2.7,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 18인치,현대,승용차,다목적형,8.6,,7.6,10.3,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 18인치,현대,승용차,다목적형,8.7,,7.7,10.4,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 20인치,현대,승용차,다목적형,9,,7.9,10.8,5등급
팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 21인치,현대,승용차,다목적형,8.7,,7.6,10.6,5등급
디펜더 110 P635 OCTA,랜드로버,승용차,다목적형,7,,6.3,8.1,5등급
팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 21인치,현대,승용차,다목적형,8.2,,7.2,9.8,5등급
렉서스 LX700h,토요타,승용차,다목적형,8,,7.7,8.5,5등급
렉서스 LX700h,토요타,승용차,다목적형,8,,7.7,8.5,5등급
렉서스 LX700h,토요타,승용차,다목적형,8,,7.7,8.5,5등급
911 카레라 GTS ,포르쉐,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 GTS ,포르쉐,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,7.9,,6.9,9.6,5등급
캐딜락 Escalade ESV,GM,승용차,다목적형,5.9,,5.2,7.1,5등급
Rolls-Royce  Ghost ,롤스로이스,승용차,일반형,5.4,,4.5,7.2,5등급
Rolls-Royce Black Badge  Ghost ,롤스로이스,승용차,일반형,5.6,,4.7,7.2,5등급
911 카레라 4 GTS,포르쉐,승용차,일반형,7.6,,6.7,9.2,5등급
911 타르가 4 GTS,포르쉐,승용차,일반형,7.6,,6.7,9.2,5등급
Rolls-Royce  Ghost  Extended,롤스로이스,승용차,일반형,5.5,,4.6,7.3,5등급
Valour,ASTON MARTIN LAGONDA LIMITED,승용차,일반형,6,,5.1,7.8,5등급
Rolls-Royce  Ghost ,롤스로이스,승용차,일반형,5.4,,4.5,7.2,5등급
Rolls-Royce Phantom,롤스로이스,승용차,일반형,5.4,,4.5,7,5등급
캐딜락 Escalade,GM,승용차,다목적형,6.4,,5.6,7.7,5등급
Rolls-Royce Phantom Extended,롤스로이스,승용차,일반형,5.3,,4.4,7.1,5등급
Rolls-Royce Black Badge Ghost,롤스로이스,승용차,일반형,5.6,,4.7,7.2,5등급
Atlas 2.0 TSI,폭스바겐,승용차,다목적형,8.5,,7.6,10.1,5등급
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,7.9,,6.9,9.6,5등급
911 카레라 4 GTS 카브리올레,포르쉐,승용차,일반형,7.6,,6.7,9.2,5등급
ODYSSEY,혼다,승용차,일반형,9,,7.7,11.2,5등급
S5 TFSI,아우디,승용차,일반형,9.2,,7.9,11.6,5등급
Atlas 2.0 TSI,폭스바겐,승용차,다목적형,8.5,,7.6,10.1,5등급
DBS 770 Ultimate Volante,ASTON MARTIN LAGONDA LIMITED,승용차,일반형,6.7,,5.6,8.9,5등급
ELETRE R,Lotus ,승용차,다목적형,2.9,375,2.9,2.8,5등급
ELETRE R,Lotus ,승용차,다목적형,2.9,375,2.9,2.8,5등급
ELETRE R,Lotus ,승용차,다목적형,2.9,375,2.9,2.8,5등급
Mercedes-AMG CLE 53 4MATIC + Cabriolet,벤츠,승용차,일반형,9.1,,8,10.9,5등급
DB12 Coupe,ASTON MARTIN LAGONDA LIMITED,승용차,일반형,7.2,,6.1,9.2,5등급
Maserati Grecale Folgore,마세라티,승용차,다목적형,3,333,3.1,2.9,5등급
ELETRE R,Lotus ,승용차,다목적형,2.9,375,2.9,2.8,5등급
GV80 e-S/C 3.5T-GDI 20인치(nC) (25MY),현대,승용차,다목적형,8.3,,7.4,9.8,5등급
GV80 e-S/C 3.5T-GDI 20인치(C) (25MY),현대,승용차,다목적형,8.2,,7.3,9.6,5등급
GV80 e-S/C 3.5T-GDI 22인치 (25MY),현대,승용차,다목적형,8.1,,7.3,9.3,5등급
GV80 개조 3.5T AWD 쿠페 (25MY),현대,승용차,다목적형,7.8,,6.8,9.3,5등급
"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 장착 (25MY)",현대,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 20""  6/7인 (25MY)",현대,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 22"" (25MY)",현대,승용차,다목적형,7.7,,6.8,9.2,5등급
"GV80 개조 3.5T AWD 20"" 5인 빌트인캠 미장착 (25MY)",현대,승용차,다목적형,7.9,,6.8,9.7,5등급
GV80 개조 2.5T AWD 쿠페 (25MY),현대,승용차,다목적형,8.2,,7.3,9.5,5등급
"GV80 개조 2.5T AWD 20""/22"" (25MY)",현대,승용차,다목적형,8.3,,7.4,9.7,5등급
"GV80 개조 2.5T AWD 19"" 6/7인 (25MY)",현대,승용차,다목적형,8.5,,7.5,10,5등급
"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 장착 (25MY)",현대,승용차,다목적형,8.7,,7.6,10.5,5등급
"GV80 개조 2.5T AWD 19"" 5인 빌트인캠 미장착 (25MY)",현대,승용차,다목적형,8.9,,7.8,10.6,5등급
ELETRE S,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
ELETRE S,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
파나메라 GTS,포르쉐,승용차,일반형,7.2,,6.2,9,5등급
파나메라 GTS (5인승),포르쉐,승용차,일반형,7.2,,6.2,9,5등급
Mercedes-Benz GLS 450 4MATIC,벤츠,승용차,다목적형,7.9,,7.2,8.9,5등급
Mercedes-AMG SL 43,벤츠,승용차,일반형,8.8,,7.4,11.3,5등급
Mercedes-Maybach GLS600,벤츠,승용차,다목적형,6.2,,5.5,7.5,5등급
Mercedes-Benz GLS 580 4MATIC,벤츠,승용차,다목적형,6.5,,5.8,7.6,5등급
Mercedes-AMG GLE 53 4MATIC +,벤츠,승용차,다목적형,7.8,,7.1,8.9,5등급
Mercedes-Benz GLE 450 4MATIC,벤츠,승용차,다목적형,8.4,,7.6,9.5,5등급
ELETRE S,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 무,기아,승용차,다목적형,9.2,,8.2,10.6,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 17인치 빌트인캠 유,기아,승용차,다목적형,8.8,,7.9,10.1,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 18인치,기아,승용차,다목적형,8.7,,7.7,10.3,5등급
스포티지(NQ5) PE 2.0LPI 2WD 6AT 19인치,기아,승용차,다목적형,8.6,,7.6,10.1,5등급
Mercedes-Benz GLS 450 4MATIC,벤츠,승용차,다목적형,7.9,,7.2,8.9,5등급
Mercedes-Maybach GLS600,벤츠,승용차,다목적형,6.2,,5.5,7.5,5등급
Lincoln Aviator 3.0L AWD(Reserve),포드,승용차,다목적형,7.7,,6.9,9.1,5등급
ELETRE S,Lotus ,승용차,다목적형,3.3,421,3.3,3.2,5등급
ELETRE R,Lotus ,승용차,다목적형,3.1,397,3.1,3.1,5등급
Bentayga S,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga S,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8 EWB,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8 EWB,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
더 뉴 레인지로버 스포츠 P400,랜드로버,승용차,다목적형,8.3,,7.4,9.9,5등급
Lincoln Aviator 3.0L AWD(Black Label),포드,승용차,다목적형,7.7,,6.9,9.1,5등급
Mercedes-Benz GLS 580 4MATIC,벤츠,승용차,다목적형,6.5,,5.8,7.6,5등급
Mercedes-Benz GLE 450 4MATIC Coupe,벤츠,승용차,다목적형,8.2,,7.5,9.4,5등급
디펜더 130 P400,랜드로버,승용차,다목적형,7.2,,6.6,8.2,5등급
Mercedes-AMG GLE 53 4MATIC + Coupe,벤츠,승용차,다목적형,8.3,,7.5,9.5,5등급
Mercedes-AMG G 63,벤츠,승용차,다목적형,5.8,,5.4,6.5,5등급
Mercedes-AMG GLE 53 4MATIC +,벤츠,승용차,다목적형,7.8,,7.1,8.9,5등급
Mercedes-Benz GLE 450 4MATIC,벤츠,승용차,다목적형,8.4,,7.6,9.5,5등급
더 뉴 레인지로버 스포츠 P360,랜드로버,승용차,다목적형,8.3,,7.4,9.9,5등급
ELETRE R,Lotus ,승용차,다목적형,3.1,397,3.1,3.1,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 7인 20인치 25MY,기아,승용차,다목적형,9.3,,8.3,10.8,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 6인 20인치 25MY,기아,승용차,다목적형,9.3,,8.3,10.8,5등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 5인 20인치 25MY,기아,승용차,다목적형,9.3,,8.3,10.8,5등급
Bronco 2.3,포드,승용차,다목적형,8.4,,7.9,9.1,5등급
BMW M2,BMW,승용차,일반형,8.5,,7.4,10.2,5등급
Explorer 2.3L AWD (Platinum),포드,승용차,다목적형,8.7,,7.6,10.4,5등급
Mercedes-AMG GLC 43 4MATIC,벤츠,승용차,다목적형,8.8,,7.7,10.8,5등급
RS Q8 performance,아우디,승용차,다목적형,6.5,,5.8,7.7,5등급
카이엔 GTS,포르쉐,승용차,다목적형,7,,6.1,8.7,5등급
카이엔 GTS Coupe,포르쉐,승용차,다목적형,7,,6.1,8.7,5등급
EMIRA V6,Lotus ,승용차,일반형,7.7,,6.5,9.9,5등급
BMW M3 Competition M xDrive,BMW,승용차,일반형,8.2,,7.3,9.8,5등급
BMW M3 Competition M xDrive Touring,BMW,승용차,일반형,7.9,,7,9.4,5등급
Explorer 2.3L AWD,포드,승용차,다목적형,8.7,,7.6,10.4,5등급
Mercedes-AMG SL 63 4MATIC +,벤츠,승용차,일반형,6.5,,5.5,8.2,5등급
Mercedes-AMG GLC 43 4MATIC Coupe,벤츠,승용차,다목적형,8.7,,7.6,10.6,5등급
Mercedes-Maybach S 580,벤츠,승용차,일반형,8.1,,7,10.1,5등급
Mercedes-Maybach S 680,벤츠,승용차,일반형,6.1,,5,8.3,5등급
BMW M4 CS,BMW,승용차,일반형,8,,7.1,9.7,5등급
Rolls-Royce Cullinan Black Badge,롤스로이스,승용차,다목적형,5.4,,4.5,6.9,5등급
Rolls-Royce Cullinan,롤스로이스,승용차,다목적형,5.5,,4.6,7.1,5등급
Mercedes-Benz G 580 with EQ Technology,벤츠,승용차,다목적형,3,392,3.2,2.7,5등급
K8(GL3 PE) 3.5 GDI AWD 20인치,기아,승용차,일반형,9,,7.5,11.7,5등급
EMIRA V6,Lotus ,승용차,일반형,8.1,,7,10.1,5등급
레인지로버 벨라 P400,랜드로버,승용차,다목적형,8.2,,7.3,9.5,5등급
K8(GL3 PE) 3.5 LPI 18인치,기아,승용차,일반형,7.8,,6.6,10,5등급
K8(GL3 PE) 3.5 LPI 17인치(nC),기아,승용차,일반형,8,,6.8,10.2,5등급
K8(GL3 PE) 3.5 GDI AWD 19인치,기아,승용차,일반형,9,,7.5,11.7,5등급
K8(GL3 PE) 3.5 GDI AWD 18인치,기아,승용차,일반형,9.1,,7.6,12,5등급
Rolls-Royce Cullinan Black Badge,롤스로이스,승용차,다목적형,5.4,,4.5,6.9,5등급
Rolls-Royce Cullinan,롤스로이스,승용차,다목적형,5.5,,4.6,7.1,5등급
Mercedes-Benz S 580 4MATIC,벤츠,승용차,일반형,8,,6.9,10,5등급
Mercedes-Maybach S 580,벤츠,승용차,일반형,8.1,,7,10.1,5등급
카이엔 GTS Coupe (5인승),포르쉐,승용차,다목적형,7,,6.1,8.7,5등급
Mercedes-Maybach S 680,벤츠,승용차,일반형,6.1,,5,8.3,5등급
Mercedes-AMG GLB 35 4MATIC,벤츠,승용차,다목적형,9.2,,8.4,10.5,5등급
Mercedes-AMG A 45 S 4MATIC +,벤츠,승용차,일반형,9.1,,8.1,10.8,5등급
Mercedes-AMG CLA 45 S 4MATIC+,벤츠,승용차,일반형,9.2,,8.2,10.9,5등급
한국상용0.9톤롱바디EV내장탑트럭,현대,화물차,일반형,2.1,137,2.6,1.7,5등급
BMW M4 Competition M xDrive Coupe,BMW,승용차,일반형,8.1,,7,10,5등급
BMW M4 Competition M xDrive Convertible,BMW,승용차,일반형,8.2,,7.1,10.1,5등급
STEGO-Z,"Xiamen King Long United Automotive Industry Co., Ltd.",화물차,화물,3.2,144,3.5,2.9,5등급
Q7 55 TFSI quattro,아우디,승용차,다목적형,8.1,,7.2,9.4,5등급
"GV70 FL 3.5T-GDI RWD 21""",현대,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지",현대,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 2.5T-GDI AWD 21""",현대,승용차,다목적형,9,,7.9,10.8,5등급
"GV70 FL 2.5T-GDI AWD 21"" 스포츠패키지",현대,승용차,다목적형,9,,7.9,10.8,5등급
"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지(썸머)",현대,승용차,다목적형,8.5,,7.5,10.1,5등급
"GV70 FL 3.5T-GDI AWD 21"" ",현대,승용차,다목적형,8.3,,7.3,9.8,5등급
"GV70 FL 3.5T-GDI AWD 21"" 스포츠패키지",현대,승용차,다목적형,8.3,,7.3,9.8,5등급
한국상용1톤롱바디EV트럭,현대,화물차,일반형,2.7,177,3.2,2.3,5등급
"GV70 FL 3.5T-GDI AWD 19""",현대,승용차,다목적형,8.5,,7.5,10.2,5등급
"GV70 FL 3.5T-GDI RWD 19""",현대,승용차,다목적형,8.9,,7.8,10.9,5등급
"GV70 FL 3.5T-GDI AWD 21"" 스포츠패키지(썸머)",현대,승용차,다목적형,8.3,,7.3,9.8,5등급
이네오스 그레나디어  스테이션왜건 가솔린,INEOS Automotive,승용차,다목적형,5.5,,5.3,5.9,5등급
더 뉴 레인지로버 스포츠 P635 SV,랜드로버,승용차,다목적형,7.1,,6.2,8.7,5등급
Mercedes-AMG GLC 43 4MATIC Coupe,벤츠,승용차,다목적형,8.3,,7.2,10.1,5등급
PILOT,혼다,승용차,다목적형,8.3,,7.4,9.8,5등급
Bentayga S,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga S,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
Bentayga V8 EWB,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
포터일렉트릭 24MY,현대,화물차,일반형,3.1,211,3.6,2.7,5등급
SQ7 TFSI,아우디,승용차,다목적형,6.7,,5.9,8,5등급
짚 그랜드 체로키 L,크라이슬러,승용차,다목적형,7.7,,6.7,9.4,5등급
G90 e-S/C 3.5T-GDI AWD 4인 21인치_24MY,현대,승용차,일반형,8.3,,7.2,10.1,5등급
G90 e-S/C 3.5T-GDI(LWB) AWD 5인 20인치_24MY,현대,승용차,일반형,8.2,,7.1,10,5등급
G90 e-SC 3.5T-GDI(LWB) AWD 4인 20인치_24MY,현대,승용차,일반형,8.2,,7.1,10,5등급
G90 e-S/C 3.5T-GDI 2WD 5인 20인치(nC)_24MY,현대,승용차,일반형,9.1,,7.8,11.2,5등급
G90 e-S/C 3.5T-GDI 2WD 5인 20인치(C)_24MY,현대,승용차,일반형,9.1,,7.8,11.2,5등급
G90 e-S/C 3.5T-GDI 2WD 4인 20인치(nC)_24MY,현대,승용차,일반형,9.1,,7.8,11.2,5등급
G90 e-S/C 3.5T-GDI 2WD 4인 20인치(C)_24MY,현대,승용차,일반형,9.1,,7.8,11.2,5등급
G90 e-S/C 3.5T-GDI 2WD 4/5인 블랙라인,현대,승용차,일반형,8.5,,7.3,10.4,5등급
G90 e-S/C 3.5T-GDI 2WD 5인 21인치_24MY,현대,승용차,일반형,8.8,,7.6,10.8,5등급
G90 e-S/C 3.5T-GDI 2WD 4인 21인치_24MY,현대,승용차,일반형,8.8,,7.6,10.8,5등급
G90 e-S/C 3.5T-GDI AWD 5인 20인치_24MY,현대,승용차,일반형,8.4,,7.3,10.3,5등급
G90 e-S/C 3.5T-GDI AWD 4인 20인치_24MY,현대,승용차,일반형,8.4,,7.3,10.3,5등급
G90 e-S/C 3.5T-GDI AWD 4/5인 블랙라인,현대,승용차,일반형,8.2,,7.1,10,5등급
G90 e-S/C 3.5T-GDI AWD 5인 21인치_24MY,현대,승용차,일반형,8.3,,7.2,10.1,5등급
G90 3.5T-GDI 2WD 5인 19인치 (nC)_24MY,현대,승용차,일반형,9.3,,8,11.5,5등급
G90 3.5T-GDI 2WD 5인 19인치(C)_24MY,현대,승용차,일반형,9.3,,8,11.5,5등급
G90 3.5T-GDI 2WD 4인 19인치_24MY,현대,승용차,일반형,9,,7.8,11.1,5등급
G90 3.5T-GDI 2WD 4/5인 블랙라인,현대,승용차,일반형,8.8,,7.6,10.8,5등급
G90 3.5T-GDI 2WD 5인 20인치_24MY,현대,승용차,일반형,8.9,,7.7,10.8,5등급
G90 3.5T-GDI 2WD 4인 20인치_24MY,현대,승용차,일반형,8.9,,7.7,10.8,5등급
G90 3.5T-GDI AWD 5인 19인치_24MY,현대,승용차,일반형,8.5,,7.4,10.3,5등급
G90 3.5T-GDI AWD 4인 19인치_24MY,현대,승용차,일반형,8.5,,7.4,10.3,5등급
G90 3.5T-GDI AWD 4/5인 블랙라인,현대,승용차,일반형,8,,7,9.8,5등급
G90 3.5T-GDI AWD 5인 20인치_24MY,현대,승용차,일반형,8.3,,7.2,10.1,5등급
G90 3.5T-GDI AWD 4인 20인치_24MY,현대,승용차,일반형,8.3,,7.2,10.1,5등급
Bentayga V8 EWB,벤틀리,승용차,다목적형,7,,6.1,8.3,5등급
봉고 전기차 (24MY),기아,화물차,일반형,3.1,211,3.6,2.7,5등급
Q7 55 TFSI quattro,아우디,승용차,다목적형,8.1,,7.2,9.4,5등급
봉고 1톤 일반덤프 4X4장축 킹캡 MT,기아,화물차,덤프형,6.1,,5.9,6.2,5등급
포터 2.5T-LPDi 덤프 장축 슈퍼캡 MT,현대,화물차,덤프형,6,,6,6.1,5등급
봉고 1톤 3방덤프 4X4장축 킹캡 MT,기아,화물차,덤프형,6.1,,5.9,6.2,5등급
디펜더 90 P400,랜드로버,승용차,다목적형,7.2,,6.7,7.9,5등급
짚 글래디에이터,크라이슬러,화물차,화물,6.4,,6,7.1,5등급
레인지로버 벨라 P250,랜드로버,승용차,다목적형,8.9,,8,10.2,5등급
디펜더 130 P400,랜드로버,승용차,다목적형,7.2,,6.6,8.2,5등급
더 뉴 레인지로버 P615 SV,랜드로버,승용차,다목적형,7.8,,6.7,9.6,5등급
Mercedes-AMG GLC 43 4MATIC,벤츠,승용차,다목적형,8.5,,7.4,10.5,5등급
더 뉴 레인지로버 P530 SWB,랜드로버,승용차,다목적형,7.8,,6.7,9.6,5등급
더 뉴 레인지로버 P530 LWB,랜드로버,승용차,다목적형,7.8,,6.7,9.6,5등급
더 뉴 레인지로버 P530 LWB,랜드로버,승용차,다목적형,7.8,,6.7,9.6,5등급
G80(PE) 3.5T-GDI RWD 20“(올시즌),현대,승용차,일반형,8.8,,7.6,11,5등급
G80(PE) 3.5T-GDI RWD 20“(썸머),현대,승용차,일반형,8.7,,7.4,11,5등급
"G80(PE) 3.5T-GDI RWD 19""",현대,승용차,일반형,9,,7.6,11.7,5등급
G80(PE) 3.5T-GDI AWD 20“(올시즌),현대,승용차,일반형,8.2,,7.1,10.2,5등급
G80(PE) 3.5T-GDI AWD 20“(썸머),현대,승용차,일반형,8.2,,7.1,10.2,5등급
"G80(PE) 3.5T-GDI AWD 19""",현대,승용차,일반형,8.3,,7.2,10.1,5등급
더 뉴 레인지로버 P615 SV,랜드로버,승용차,다목적형,7.8,,6.7,9.6,5등급
Continental GT S,벤틀리,승용차,일반형,7.4,,6.4,9,5등급
마세라티 그란카브리오 트로페오,마세라티,승용차,일반형,8.1,,6.9,10.4,5등급
파나메라 4,포르쉐,승용차,일반형,8,,7.2,9.4,5등급
Q8 55 TFSI quattro,아우디,승용차,다목적형,8.1,,7.3,9.2,5등급
파나메라 4 (5인승),포르쉐,승용차,일반형,8,,7.2,9.4,5등급
GV80 e-S/C 3.5T-GDI 20인치(nC),현대,승용차,다목적형,8.3,,7.4,9.8,5등급
GV80 e-S/C 3.5T-GDI 20인치(C),현대,승용차,다목적형,8.2,,7.3,9.6,5등급
GV80 e-S/C 3.5T-GDI 22인치,현대,승용차,다목적형,8.1,,7.3,9.3,5등급
Mercedes-AMG GT 43 4MATIC + ,벤츠,승용차,일반형,8.8,,7.9,10.2,5등급
포터 2.5T-LPDi 2WD 초장축 6MT 일반캡,현대,화물차,일반형,7,,6.7,7.4,5등급
포터 2.5T-LPDi 2WD 초장축 5AT 일반캡,현대,화물차,일반형,6.5,,6.1,7.1,5등급
포터 2.5T-LPDi 4X4 장축 6MT 일반캡,현대,화물차,일반형,6.3,,6.2,6.4,5등급
포터 2.5T-LPDi 2WD 초장축 6MT 슈퍼캡,현대,화물차,일반형,7,,6.7,7.4,5등급
포터 2.5T-LPDi 2WD 초장축 6MT 더블캡,현대,화물차,일반형,6.8,,6.5,7.2,5등급
포터 2.5T-LPDi 2WD 초장축 5AT 슈퍼캡,현대,화물차,일반형,6.5,,6.1,7.1,5등급
포터 2.5T-LPDi 2WD 초장축 5AT 더블캡,현대,화물차,일반형,6.4,,6,6.9,5등급
포터 2.5T-LPDi 4X4 장축 6MT 슈퍼캡,현대,화물차,일반형,6.3,,6.2,6.4,5등급
포터 2.5T-LPDi 4X4 장축 6MT 더블캡,현대,화물차,일반형,6.3,,6.1,6.4,5등급
봉고 1톤 2.5T-LPDi 2WD 초장축 6MT 표준캡,기아,화물차,일반형,7,,6.7,7.4,5등급
